title,text,subject,date,label
French Journalist Hit With Huge Fine For “Inciting Hate” Against Muslims…Even Though We All Know What He Said Is True,"Americans should pay close attention to this story, especially after Loretta Lynch announced the US Government will punish anyone for anti-Muslim speech.Journalist and writer  ric Zemmour has once again been fined   this time 3,000 euros   for inciting to hate Muslims. Le Parisien reports:Polemicist Eric Zemmour was sentenced on Thursday to a fine of 3,000 euros for provoking hatred towards Muslims, as a result of comments he made to the Italian daily Corriere della Sera in October 2014. In particular, he declared that the Muslims  have their civil code, it s the Koran,  that they  live among themselves in the suburbs. The French are forced to leave.  The prosecution had asked for a fine of 10,000 euros. I believe we re heading for chaos. This situation of a people in the people, of Muslims in the French people, will lead us to chaos and to civil war,  he added.  Millions of persons live here, in France, but refuse to live in the French manner. ric Zemmour was at the time promoting his book Le Suicide fran ais.Note: First, the use of the term  polemicist  to describe Zemmour is a deliberate attempt by the media to emphasize his  warlike  nature and his refusal to debate. The word evokes hostility and single-mindedness. Second, Zemmour s reference to a possible civil war preceded by fourteen months the statement by Manuel Valls, between the two rounds of the regional elections, that an FN victory would lead to civil war. No one prosecuted Valls. Third, there is an implication that Zemmour s words were intended to provoke in order to sell more books, since he was on a book tour in Italy.During the hearing in the Paris criminal court, the polemicist had maintained that he was speaking of  the Muslims in the suburbs who organize and who are planning to secede.  Prosecutor Annabelle Philippe deemed that his remarks that she regarded as  stigmatizing and without nuance , were aimed at the  totality of the Muslim community.  The court agreed stating that at no point in the interview did he reduce his comments to  just a fraction  of Muslims. The whole of Zemmour s remarks  rests on an eminently divisive assumption: that the Muslim community, in its essence and its culture, is in opposition to the French and to the French people,  said the judges. Claiming to relate an ineluctable evolution,  ric Zemmour proposes to his readers the only option capable, in his eyes, of avoiding civil war: an organized and forced departure from France of the entire Muslim community.  The court lambasted his  warlike and catastrophe-prone semantics  that denote  the conceptual passage from a probable reality to a solution at once credible and desirable. Note: So it is a crime in France to express a  credible  solution to a  probable  reality? It s a crime to even envisage a chaotic situation caused by Islamic doctrine?His lawyer Olivier Pardo, who plans to appeal, reacted:  The remarks made by  ric Zemmour before the November 13 attacks are today shared by a large part of those who voice their opinion. I cannot help but note the relentlessness to which he was subjected. The polemicist was also condemned to pay one or one thousand euros, depending on the case, in damages to the associations comprising the plaintiffs. To that will be added court costs, for a total of 13,003 euros.Note: Criminal and civil trials are combined here. While we would have a separate civil suit, in France the damages are meted out in the criminal court.The judges  decision  again has recognized that  ric Zemmour is a propagator of hatred,  deemed Sabrina Goldman, attorney for LICRA (International League against Racism and Antisemitism).  His words are all the more dangerous because he presents himself as the apostle of truth; he claims to tell the truth when in fact he only expresses hatred,  she declared. The president of SOS Racism, Dominique Sopo, expressed satisfaction that the justice system had reminded us that  freedom of expression is not freedom to spread hatred . He also said:  It makes you wonder again how he can hold such a position of authority in the media.  Via: LeParisian",Government News,23-Dec-15,0
"MUSLIM ACTIVISTS LAUNCH VOTER REGISTRATION DRIVE, As They Know 2016 Election Will Decide America’s Future","Who would ve guessed? A coalition of U.S.-based Muslim groups claiming that anti-Muslim backlash is on the rise in the wake of the terrorist attacks in Paris and San Bernardino hopes to register one million people to vote before the 2016 election as part of a  civic empowerment initiative. Oussama Jammal, the secretary general of the U.S. Council on Muslim Organizations, also announced in a press conference held Monday at the National Press Club that the group will  seek to increase emergency preparedness for Islamic institutions and individuals to address the rising number of incidents of hate crimes that are unfortunately happening nationwide. While the press conference participants   who hailed from such groups as the Council on American-Islamic Relations (CAIR), the Islamic Society of North America (ISNA), and the Islamic Circle of North America (ICNA)   focused little attention on the recent terrorist attacks, they focused on some of the political rhetoric that has followed.To address what they perceive as public and political backlash, the groups plan the massive Muslim voter outreach as well as a  major educational outreach  which will include a  One America  program aimed at helping non-Muslims understand Islam.One speaker, ISNA vice president Atlaf Husain, urged local, state and federal politicians who  aspire to political victory  to engage Muslims.He also cautioned:  If you as a political candidate choose to spew hatred, bigotry and to vilify Muslim-Americans, you do so at your own political risk. We will use every democratic   small  d    democratic means political strategies to ensure that your candidacy never succeeds. Press conference participants were vague on how the massive Muslim voter registration effort will unfold.Responding to a reporter s question on the matter, Jammal said that the coalition will mobilize the Muslim community through early voting efforts and by busing and shuttling voters to polling stations. Via: Daily Caller",Government News,23-Dec-15,0
THE WAR ON CHRISTMAS Has Come To Bethlehem,"Say it ain t so! The New York town of Bethlehem is being cleansed of all things Christmas and Hanukkah. Any and all signs of Christmas including a town sign that says Merry Christmas are gone. We can only say Bah Humbug! That little town in upstate New York shut down any hopes of happy holidays by voting to not display any  Merry Christmas  signs in public   and even taking down a banner for Hanukkah, too.The holiday hoopla followed apparent anxieties that this town near Albany   which shares a name with the birthplace of Jesus Christ himself   might appear to be favoring one religion over another.The town for years displayed a Christmas tree and a Menorah in its central Four Corners area, according to the Albany Times-Union. But it drew the line on signs that had any written messages   such as,  Merry Christmas  or  Happy Hanukkah. One resident, Elena Marcelle, bought a  Merry Christmas  sign for the town several years ago. This year, she said learned the town wasn t interested in hanging it up as usual. She asked town board members why. At first they said it was a traffic distraction,  Marcelle, 47, told the Daily News. The second reason is that they were afraid of infringing on constitutional rights. But the board had in fact voted to ditch worded displays altogether, meaning a  Happy Hanukkah  sign disappeared too.This despite a letter sent from the Alliance Defending Freedom, an Arizona-based conservative Christian group, urging Bethlehem to keep its holiday spirit alive. The irony is not lost on us that your town s name is Bethlehem,  the letter said, according to the Times-Union.Marcelle said she s amazed the town would mince words over holiday cheer. It was just a holiday greeting,  she said about her Christmas sign. I didn t ask to have a nativity scene. It would just recognize that Christmas is a holiday. The town has no law on the books banning any kind of holiday display. But town supervisor John Clarkson told The News the town s attorney warned the board this year that municipalities might get a legal lump of coal over any sign celebrating one holiday in particular. We re a municipality, not a religious entity,  Clarkson said. Advocating on behalf of any religion is one of those gray zones you don t want to get into. He said he saw no irony in Bethlehem stepping away from holiday greetings, noting that the town is at least sticking by its Christmas tree and Menorah presentations. I would say this little town of Bethlehem still has a really nice, homey holiday display,  he said.Via: NYDN",Government News,22-Dec-15,0
Food Stamp Rap Song About EBT Card Only One Of Many Ways SNAP is Glamorized [Video],"The monthly cost for the feds to pay for food stamps is sickening. We re at an all time high for people receiving help with SNAP. You might think it s because there are so many people who need it..WRONG! It has become a debit card for some to just buy whatever they want with it. Yes, it s not just for cheese and milk anymore. You can buy fast food and so many other things with your government issued debit card. This is NOT good news for the hardworking Americans out there who pay for this fraud, waste and abuse. The abuse is bad enough but what if I told you major corporations partner with the feds to PROMOTE food stamp use? Three powerful industry sectors benefit from SNAP: 1) major food manufacturers such as Coca-Cola, Kraft, and Mars; 2) leading food retailers such as Walmart and Kroger; and 3) large banks, such as J.P. Morgan Chase, which contract with states to help administer SNAP benefits. The number of individuals receiving benefits from the Supplemental Nutrition Assistance Program, otherwise known as food stamps, has exceeded 45 million for 53 straight months, according to data released by the Department of Agriculture.THE EBT RAP GLAMORIZES USING THE EBT: There were 45,415,445 beneficiaries of the food stamp program in September 2015, the latest month for which data is available. The number declined by 48,988 from August to September.The USDA has been tracking data on participation in the program since fiscal year 1969, at which time average participation stood at about 2,800,000. This means that since then, participation in the program has increased by roughly 16-fold.Maura Corrigan, a scholar at the American Enterprise Institute, says that despite improvements in the economy, the program remains large and too few adults who benefit from the program are working. As a former state human services director who administered more than 70 federal means-tested welfare programs, I believe that one track is especially important for reforming welfare programs  she said.  Our nation s simple three-word mantra should be:  Better Off Working.  Social safety-net programs, including SNAP, should expect and encourage work and the dignity and responsibility that accompany it from those who are able to do so. Additionally, she says that the program promotes adding beneficiaries to its rolls.  Rather than promoting self-sufficiency, SNAP s predominant track record over the past decade has been to add participants to its rolls. Also, its eligibility definitions are in many cases vague, allowing it to deny fraud, waste, and abuse in the program, despite the reports of such behavior from citizens and caseworkers. The number of food stamp recipients first exceeded 45 million in May 2011. Since then, the number has consistently exceeded 45 million, hitting a record high of about 47,790,000 in December 2012.Households on food stamps received an average benefit of $255.51 in September 2015, and total benefits for the month cost taxpayers $5.72 billion.Read more: WFB",Government News,22-Dec-15,0
CONGRESS JUST VOTED TO GIVE IRS $260 MILLION…New Audit Shows $46 Million In Erroneous Refunds Given In 2013,"The IRS is the epitome of an incompetent government agency The Internal Revenue Service issued more than $46 million in erroneous tax refunds due to a computer glitch and ineffective monitoring, issues that left uncorrected could cost taxpayers up to $230 million over the next five years.The Treasury Inspector General for Tax Administration (TIGTA) released an audit Monday faulting the IRS for approving thousands of potentially fraudulent tax refunds in 2013. TIGTA identified that because of a programming error, over $27 million of refunds were erroneously issued for 13,043 Tax Year 2013 tax returns,  the audit said.  The programming error is overriding the IRS s two-week processing delay on some refund tax returns that are identified by the IRS as potentially fraudulent. The audit said the returns were flagged for claiming a  questionable tax credit  but were then automatically issued before the IRS could complete its verification process.In addition, the audit identified 3,910  potentially fraudulent  tax returns that were issued due to ineffective monitoring, totaling $19 million. The IRS did not ensure that tax examiners timely completed their verification work,  the audit said.  Name mismatches in IRS systems prevented refund holds from posting to tax accounts. Refund holds were either not set correctly or not functioning as intended. Rep. Diane Black (R., Tenn.) called for IRS Commissioner John Koskinen to step down for what she called the latest misstep by the agency. We didn t need another reminder that the IRS is mired in incompetence and mismanagement, but we got it anyway,  she said in a statement.  This latest study comes on the heels of stinging reports that IRS employees failed to pay their own tax bill and granted illegal contracts to tax cheats. It is abundantly clear that Commissioner John Koskinen has failed in his duty to restore trust at the IRS and must be replaced, but Congress is not guiltless either. Just last week, my colleagues voted over my objections to give this bureaucracy another $290 million in the bloated omnibus bill,  Black continued.  Only in Washington is this kind of ineptitude rewarded with a bigger check. Taxpayers have every right to be outraged by the dysfunction at the IRS I know I am. The audit predicted that the programming error could lead the IRS to issue $135.5 million in erroneous refunds over the next five years. Ineffective monitoring could also cost taxpayers more than $95 million in erroneous refunds because  tax returns are not being verified as required. In all, the mistakes could cost $230.4 million over the next five years. Via: WFB",Government News,22-Dec-15,0
OBAMA WARNS: Crackdown On Terrorism In U.S. Would Violate Iran Deal,"Never mind that Iran continues to violate Obama s lopsided deal Senior Obama administration officials are expressing concern that congressional attempts to tighten laws preventing terrorists from entering the United States could violate the Iran nuclear agreement and prompt Tehran to walk away from the agreement.Congress is considering measures that would tighten the Visa Waiver Program to make it harder for potential terrorists to legally enter the United States by increasing restrictions on individuals who have travelled to countries with prominent terrorist organizations from bypassing security checks upon entering the United States.Iranian officials have in recent days repeatedly issued threatening statements to the Obama administration, saying that such moves would violate the nuclear agreement, and the Obama administration last week conveyed the Iranian anger to American lawmakers.Stephen Mull, the State Department official in charge of implementing the Iran deal, warned the Senate Foreign Relations Committee late last week that these congressional efforts  could have a very negative impact on the deal. Under the revised law, which came in the week of a deadly terrorist attack in California, individuals who have travelled to Iran a lead sponsor of global terrorism would no longer be eligible to participate in the Visa Waiver Program, which permits individuals from 38 partner nations to more easily enter the United States.Congress remains concerned that gaps in the program could prevent federal law enforcement officials from detecting terror-tied individuals before they are granted entrance to U.S. soil.However, a portion of the Iran nuclear deal mandates that the United States not take any action that could harm Iran s economic relationships with other countries. Iranian officials maintain that the new restrictions violate this passage of the deal.Ali Larijani, the speaker of Iran s parliament, said last week that these tightened measures  are aimed at harassment  and that they  blatantly violate the nuclear agreement,  according to comments carried by the Iranian state-controlled press.Larijani warned that this action will detonate the deal before it has even been implemented. If the Americans pursue the plan, they will destroy an achievement with their own hands since it is against the [nuclear deal] and it will trouble them,  he warned.Rep. Chris Murphy (D., Conn.) echoed these concerns last week when he questioned Mull during a Senate hearing.Visa waiver reform efforts include  a naming of Iran such that individuals who have travelled to Iran will no loner be eligible for the visa waiver program,  Murphy said.  There has been a suggestion because there is an element of the agreement that obligates us to not to take steps that would stop economic relations between other nations and Iran that we could perhaps be in jeopardy of breaching the agreement. Mull agreed with this assessment. I have heard from very senior, and Secretary [of State John] Kerry has as well, from very senior officials of differing European allies of ours that it could have a very negative impact on the deal,  he said.Sources working with Congress on the Iran deal criticized the Obama administration for attempting to stymie increased action on terrorism due to its desire to preserve the nuclear deal. According to the Obama administration s latest interpretation, the nuclear deal allows Iran to test ballistic missiles in violation of international law, but does not allow Congress to prevent terrorists from coming into the United States,  Omri Ceren, the managing director of press and strategy at The Israel Project, a D.C.-based organization that works with journalists on Middle East issues, told the Washington Free Beacon.Seyed Araqchi, Iran s deputy foreign minister, also warned that Iran is prepared to  take action  against the United States for implementing visa restrictions.Iran s latest threat to break the deal comes amid numerous Iranian provocations, including multiple tests of advanced ballistic missiles, acts prohibited under United Nations Security Council resolutions.The Obama administration repeatedly said that, while it does not agree with those launches, they do not violate the nuclear deal.Via: WFB",Government News,21-Dec-15,0
SWEDEN IS ON BRINK OF COLLAPSE… Gun Purchases Are Way Up…Pepper Spray Selling Out…Muslims Beating Non-Muslims On Streets,"The politically correct country of Sweden paying a very big price for their kindness, generosity and open-borders policy This attack happened in Norrmalmstorg, Stockholm. The two Swedes told them not to vandalize flowerpots   and as a response they got beaten up for it.https://youtu.be/Rsn_1TO1kMUThis is indeed the future of Europe. By their irresponsible, short-sighted, suicidal immigration and refugee policies, Europe s political and media elites have ensured a future of violence, bloodshed and chaos for their people. Sweden, the future of Europe: people stock up on fire arms, police recommend vigilante groups ,  by Nicolai Sennels, 10News.dk, December 12, 2015 (thanks to TheReligionofPeace.com):This is a very interesting read, because the whole of Europe is heading the same way as Sweden. Sweden is, so to speak, the future of Europe. And in this future, those who can afford it pay security companies   the rest gest license for firearms and forms vigilante groups. via: Pamela Gellar You have to understand that Swedes are really scared when an asylum house opens in their village. They can see what has happened in other places.    Salesman for alarm systems.Since Parliament decided in 1975 that Sweden should be multicultural and not Swedish, crime has exploded. Violent crime has increased by over 300% and rapes have increased by an unbelievable 1,472%.The violence at the hands of Muslim migrants  is nothing new to Sweden. This horrific video was published in 2013:Many Swedes see the mass immigration as a forced marriage: Sweden is forced to marry a man she did not choose, yet she is expected to love and honor him, even though he beats her and treats her badly. Her parents (the government) tell her to be warm and show solidarity with him. Are the State and I now in agreement that our mutual contract is being renegotiated?    Alexandra von Schwerin, whose farm who was robbed three times. Police refused to help.Once upon a time, there was a safe welfare state called Sweden, where people rarely locked their doors.Now, this country is a night-watchman state   each man is on his own. When the Minister of Justice, Morgan Johansson, encourages breaking the law, it means opening the gates to anarchy. Mr. and Mrs. Swede have every reason to be worried, with the influx of 190,000 unskilled and unemployed migrants expected this year   equivalent to 2% of Sweden s current population. The number is as if 6.4 million penniless migrants who did not speak English arrived in U.S. in one year, or 1.3 million in Britain.And the Swedes are preparing: demand for firearms licenses is increasing; more and more Swedes are joining shooting clubs and starting vigilante groups. After a slight dip in 2014, the number of new gun permits has gone up significantly again this year. According to police statistics, there are 1,901,325 licensed guns, owned by 567,733 people, in Sweden. Add to this an unknown number of illegal weapons. To get a gun permit in Sweden, you need to be at least 18 years old; law-abiding; well-behaved, and have a hunting license or be a member of an approved shooting club. In 2014, 11,000 people got a hunting license: 10% more than the year before. One out of five was a woman. There is also a high demand for alarm systems right now,  says a salesman at one of the security companies in an interview with Gatestone. It is largely due to the turbulence we are seeing around the country at the moment.  People have lost confidence in the State, he added.  The police will not come anymore. Truck drivers say that when they see a thief emptying the fuel tank of their trucks, they run out with a baseball bat. It is no use calling the police, but if you hit the thief, you can at least prevent him from stealing more diesel. Many homeowners say the same thing: they sleep with a baseball bat under the bed. But this is risky: the police can then say you have been prepared to use force, and that might backfire on you. The salesman, who asked to remain anonymous, also spoke of Sweden s many Facebook groups, in which people in different villages openly discuss how they intend to protect themselves:  Sometimes you get totally freaked out when you see what they are writing. But you have to understand that Swedes are really scared when an asylum house opens in their village. They can see what has happened in other places. One blog, detailing the consequences for the local population when an asylum facility opens, is aptly named Asylkaos ( Asylum Chaos ). There is a list of companies the reader is prompted to boycott; the blog claims these businesses encourage the transformation of Sweden to a multicultural society, and are therefore considered  hostile to Swedes. At another security company, a salesman said that every time the Immigration Service buys or rents a new housing facility, his firm is swamped with calls.  The next day,  he said,  half the village calls and wants to buy alarm systems. Ronny Fredriksson, spokesman of the security company Securitas, said that the demand for home alarm systems first exploded about six years ago, when many local police stations were shut down and police moved to the main towns. This, he said, could result in response times of several hours.  More and more people now employ the services of our security guards. Shopping malls and stores in the city come together and hire guards. We are kind of like the  local beat  cops of old. Even though Securitas makes big money from the increased need for home security alarms and security guards, Fredriksson says they also are worried about the effect on society: The problem is that we too need the police. When our guards catch a burglar or a violent person, we call the police but the response times are often very long. Sometimes, the detainees get violent and quite rowdy. On occasion, the police have told us to release the person we have apprehended, if we have his identity, because they do not have a patrol nearby. Even before the massive influx of migrants in the fall of 2015, Swedes felt a need to protect themselves   and with good reason. Since the Parliament decided in 1975 that Sweden should be multicultural and not Swedish, crime has exploded. Violent crime has increased by more than 300%, and rapes have increased by an unbelievable 1,472%.The politicians, however, ignore the people s fear completely. It is never discussed. Instead, the people who express concern about what kind of country Sweden has become are accused of xenophobia and racism. Most likely, that is the reason more and more people are taking matters into their own hands, and protecting themselves and their families to the best of their ability.All the same, some people do not settle for that. It seems some people are trying to stop mass immigration to Sweden. Almost every day there are reports of fires being set at asylum houses. So far, miraculously, no one has been hurt.These fires are set not only by Swedes. On October 13, a 36-year-old woman living in Skellefte  was convicted of setting fire to the asylum facility in which she herself resided. The woman claimed she lit a candle and then fell asleep. Yet forensic evidence showed that a combustible fluid had been doused throughout the room, and the court found beyond a reasonable doubt that she herself had ignited the fire.The number of violent incidents at Sweden s Immigration Service facilities is now sky-high. In 2013, according to Dispatch International, at least one incident happened every day. When Gatestone Institute recently acquired the incident list for January 1, 2014 through October 29, 2015, that number had risen to 2,177 incidents of threats, violence and brawls   on average, three per day.The Swedish government, however, would apparently rather not talk about that. Foreign Minister Margot Wallstr m conceded, in an interview with the daily Dagens Nyheter that garnered international attention, that Sweden is, in fact, heading for a systemic breakdown: Most people seem to think we cannot maintain a system where perhaps 190,000 people will arrive every year. In the long run, our system will collapse. This welcome is not going to receive popular support. We want to give people who come here a worthy reception. Symptomatic of Swedish journalists, this statement was tucked away at the end of the article. The headline was about how the political party that is critical of immigration, the Sweden Democrats Party (Sverigedemokraterna), is responsible for the asylum-housing fires. But foreign media, such as The Daily Mail and Russia Today, picked up Wallstr m s warning about a systemic collapse and ran it as the urgent news it actually is.Nevertheless, in official Sweden, the imminent collapse is ignored. Instead, journalists exclusively focus on attacks by supposedly  racist  Swedes on refugee centers. To prevent new fires, the Immigration Service decided on October 28 that from now on, all asylum facilities would have secret addresses. And meager police resources will now be stretched even further   to protect asylum seekers. Police helicopters will even patrol refugee centers. But considering there are only five helicopters available, and that Sweden s landmass is 407,340 square km (157,274 square miles), this gesture is effectively empty.At a meeting with the Nordic Council in Reykjavik, Iceland, on October 27, Sweden s Prime Minister, Stefan L fven, was questioned by his Nordic colleagues about the situation in Sweden. L fven had recently said that,  We should have the option of relocating people applying for asylum in Sweden to other EU-countries. Our ability, too, has a limit. We are facing a paradigm shift.  That comment led a representative of Finland s Finns Party (Sannfinl ndarna) to wonder, with a hint of irony, how mass immigration to Sweden, which for years Swedish politicians have touted as being so profitable, has now suddenly become a burden.Another Finns Party representative, Simon Elo, pointed out that the situation in Sweden is out of control.  Sweden has great abilities, but not even the Swedes have abilities that great,  Elo said.When L fven was asked how he is dealing with the real concerns and demands of the citizenry, his answer was laconic:  Of course I understand there is concern,  L fven said.  It is not easy. But at the same time   there are 60 million people on the run. This is also about them being our fellow men, and I hope that viewpoint will prevail. The daily tabloid Expressen asked L fven about the attacks on asylum facilities. He replied,  Our communities should not be characterized by threats and violence, they should be warm and show solidarity. As if such behavior can be forced.Many Swedes see mass immigration as a forced marriage: Sweden is forced to marry a man she did not choose, yet she is expected to love and honor him even though he beats her and treats her badly. And on top of that, her parents (the government) tell her to be warm and show solidarity with him.More and more Swedish commentators are now drawing the same conclusion: that Sweden is teetering on the brink of collapse. Editorial columnist Ivar Arpi of the daily Svenska Dagbladet, wrote an astonishing article on October 26, about a woman named Alexandra von Schwerin and her husband. The couple lives on the Skarhults Estate farm in Sk ne in southern Sweden; they have been robbed three times. Most recently, they were robbed of a quad bike, a van and a car. When the police arrived, von Schwerin asked them what she should do. The police told her that they could not help her.  All our resources are on loan to the asylum reception center in Trelleborg and Malm ,  they said.  We are overloaded right now. So I suggest you get in touch with the vigilante group in Esl v. What the police had called a  vigilante group  turned out to be a group of private business owners. In 2013, after being robbed more or less every night, they had decided to come together and start patrolling the area themselves. Currently, they pay a security firm to watch their facilities. On principal, I am totally against it,  von Schwerin said.  What are the people who cannot afford private security to do? They will be unprotected. I m sure I will join, but very, very reluctantly. For the first time, I feel scared to live here now. Are the State and I now in agreement that our mutual contract is being renegotiated? Commenting on the police s encouraging people to join vigilante groups, social commentator and former Refugee Ombudsman Merit Wager wrote: So, the Swedes are supposed to arrange and pay for their own and their families  security and keep their farms from being subjected to theft, even though that has up to now been included in the social contract   for which we pay high taxes, to have police we can count on to protect us and apprehend criminals?! When did the social contract expire? October 2015? Without any notice of termination, since the tax-consuming party is not fulfilling its part of the deal? This should mean that our part of the deal   to pay taxes for public, joint services   has also become invalid? If the social contract is broken, it is broken. Then it is musical chairs (lawlessness, defenselessness, without protection), and that means that each and every one of us should pay less taxes. Ilan Sad , lawyer and social commentator, wrote about the refugee chaos at Malm  Central Train Station on the blog Det Goda Samh llet on October 27:  The authorities no longer honor the social contract.  He described four large signs on display around the station that read  Refugee? Welcome to Malm !  in four different languages. It is unclear who the sender of the message is, or, for that matter, who is in charge of the reception facility   a number of barracks by the old post office in the inner harbor. Everything is utterly confusing. It could be Malm  City or the Immigration Service, but it might as well be  Refugees Welcome,  or possibly a religious community. I think to myself that a government agency could not reasonably write like this, a correct and pertinent sign would say something like:  Asylum seekers are referred to the barracks for information and further transport.  But I am probably wrong; Malm  City is the chief suspect communicant.   The signs in and around the Central Station are symptoms of something incredibly serious: Role confusion and the decay of the constitutional state. And thus, that our authorities no longer honor the social contract. In a post called Anarchy, blogger Johan Westerholm, who is a Social Democratic Party member and a critic of the government, wrote that the Minister for Justice and Migration, Morgan Johansson, is now urging authorities to  be pragmatic  about laws and regulations (concerning asylum housing for so-called unaccompanied refugee children). Westerholm stated that this is tantamount to the government  opening the gates to anarchy : Our country is founded on law; Parliament legislates and the courts apply these. Morgan Johansson s statement and his otherwise passive approach are testimony to how this, our kind of democracy, may fade into a memory very shortly. He now laid the first brick in the building of a state that rests on other principles. Anarchism. If anarchy really does break out, it would be good to remember that there are nearly two million licensed firearms in Sweden. Sweden s shooting clubs have seen a surge in interest; many are welcoming a lot of new members lately. Via: Gatestone Institute",Government News,19-Dec-15,0
Thailand arrests woman wanted over deadly 2015 bombing at shrine,"BANGKOK (Reuters) - Police in Thailand on Wednesday arrested a woman wanted in connection with a 2015 bombing in Bangkok that killed 20 people, 14 of them foreign tourists. The blast at a central Bangkok shrine popular with visitors from China and elsewhere in Asia raised fears of a spillover of violence from China s western Xinjiang region, where some members of the Uighur Muslim minority oppose Beijing s rule. No group claimed responsibility for the blast that killed five people from mainland China and two from Hong Kong and wounded more than 120 people. The Thai woman suspect, Wanna Suansan, 29 was arrested at Bangkok airport, said deputy national police chief Srivara Ransibrahmanakul. He declined to say where she had arrived from. Wanna faced various charges including premeditated murder and co-possession of explosives and weapons, police said. She is one of 17 people wanted in connection with the bombing.  After questioning police will send her to prosecutors,  Srivara told reporters at Bangkok s national police headquarters. Two ethnic Muslim Uighur men from China were accused of carrying out the bomb attack and are on trial in Thailand. They have denied all charges. Investigators said in 2015 Wanna rented a room in Bangkok to one of those men. She fled the country shortly after the attack. Police ruled out  terrorism , saying the bombing was prompted by a crackdown on human smuggling networks. But many analysts and diplomats said it was likely an act of revenge for Thailand s deportation to China of the more than 100 Uighurs in July that year. A relative of Wanna s told reporters at the national police headquarters that Wanna wanted to come back to Thailand to prove her innocence. ",worldnews,22-Nov-17,1
SocGen says no wrongdoing in handling of National Front accounts,"PARIS (Reuters) - French bank Societe Generale on Wednesday rejected the far-right National Front s accusations that it had acted to  suffocate  the party by closing accounts.   Societe Generale group s decisions on whether to open or close a bank account depend purely on banking reasons and in respect of all regulatory requirements, without taking into account any political consideration,  it said in a statement.  Regarding the opening of an account at Credit du Nord, a financial representative of Front National asked the Bank of France for the right to have a bank account as an individual. Credit du Nord responded to the Bank of France s requirements and offered the services required within the right s regulatory framework.  Credit du Nord is part of the French retail banking network of SocGen. ",worldnews,22-Nov-17,1
"U.N.'s Zeid says Mladic 'epitome of evil', no escape from justice","GENEVA (Reuters) - Former Bosnian Serb army commander Ratko Mladic is the  epitome of evil  and his conviction on Wednesday for genocide, crimes against humanity and war crimes was a  momentous victory for justice , U.N. human rights chief Zeid Ra ad al-Hussein said.   Mladic is the epitome of evil, and the prosecution of Mladic is the epitome of what international justice is all about,  Zeid said in a statement.  Today s verdict is a warning to the perpetrators of such crimes that they will not escape justice, no matter how powerful they may be nor how long it may take.  ",worldnews,22-Nov-17,1
Norway's police downgrade threat level,"OSLO (Reuters) - Norwegian police said on Wednesday they had lowered the national threat assessment, but still regarded an attack by militants as a possibility. The risk level was lowered to  possible  from  likely , reversing an April decision to raise the threat assessment following an Oslo bomb scare and an attack in neighboring Sweden, where four people were killed. ",worldnews,22-Nov-17,1
Egypt detains 29 people on suspicion of espionage for Turkey,"CAIRO (Reuters) - Egypt s public prosecutor has ordered the detention of 29 people suspected of espionage on behalf of Turkey and joining a terrorist organization, state news agency MENA reported on Wednesday. According to the results of an investigation by the General Intelligence Services, the group has been recording phone calls and passing information to Turkish intelligence as part of a plan to bring the Muslim Brotherhood back to power in Egypt, MENA said. The nationalities of the suspects were not specified. They are also accused of money laundering and trading currency without a license.  Ties between Ankara and Cairo have been strained since the army ousted President Mohamed Mursi of the Brotherhood following mass protests against his rule in 2013. The Muslim Brotherhood has close ties with Turkey s ruling AK Party and many of its members have fled to Turkey since the group s activities were banned in Egypt. Following Mursi s ouster, Egypt branded the Brotherhood, the world s oldest Islamist movement, a terrorist organisation and most of its senior members have been arrested, driven into exile or underground. The Brotherhood says it is a peaceful organization and has condemned the crackdown. ",worldnews,22-Nov-17,1
North Korea calls terror relisting 'serious provocation' by Trump: state media,"SEOUL (Reuters) - North Korea denounced on Wednesday U.S. President Donald Trump s decision to relist it as a state sponsor of terrorism, calling it a  serious provocation and violent infringement , North Korean state media reported.  Trump put North Korea back on a list of state sponsors of terrorism on Monday, a designation that allows the United States to impose more sanctions and risks inflaming tension over North Korea s nuclear weapons and missile programs. In North Korea s first reaction to the designation, a  spokesman for the foreign ministry denied in an interview with the state media outlet KCNA, that his government engaged in any terrorism. He called the state sponsor of terrorism label  just a tool for American style authoritarianism that can be attached or removed at any time in accordance with its interests . The U.S. designation only made North Korea more committed to retaining its nuclear arsenal, the official said.  As long as the U.S. continues with its anti-DPRK hostile policy, our deterrence will be further strengthened,  he said, referring to North Korea by the initials of its official name, the Democratic People s Republic of Korea.  The U.S. will be held entirely accountable for all the consequences to be entailed by its impudent provocation to the DPRK.  The designation came a week after Trump returned from a 12-day, five-nation trip to Asia in which he made containing North Korea s nuclear ambitions a centerpiece of his discussions. Announcing the designation, Trump told reporters at the White House:  In addition to threatening the world by nuclear devastation, North Korea has repeatedly supported acts of international terrorism, including assassinations on foreign soil.  ",worldnews,22-Nov-17,1
Mnangagwa to be sworn in on Friday as president: Zimbabwe's speaker,"HARARE (Reuters) - Zimbabwe s former vice president Emmerson Mnangagwa will be sworn in as president on Friday following the resignation of Robert Mugabe, the parliament speaker said on Wednesday. Speaker Jacob Mudenda said the ruling party ZANU-PF had informed him it has nominated Mnangagwa to fill the vacancy of the office of president, replacing the 93-year-old Mugabe who had clung on for a week after an army takeover. ",worldnews,22-Nov-17,1
